^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS2207
!dataset_title = Salicylic acid effect on leaves
!dataset_description = Analysis of leaves 2 hours after treatment with salicylic acid (SA) which induces systemic acquired resistance (SAR). SA-induced genes examined for the presence of neighboring putative binding sites for the transcription factor TGA2. Results provide insight into role of TGA factors in triggering SAR
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 16824183
!dataset_platform = GPL198
!dataset_platform_organism = Arabidopsis thaliana
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 22810
!dataset_sample_organism = Arabidopsis thaliana
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE3984
!dataset_order = none
!dataset_update_date = Mar 23 2007
^SUBSET = GDS2207_1
!subset_dataset_id = GDS2207
!subset_description = control
!subset_sample_id = GSM90867,GSM90868,GSM90869
!subset_type = agent
^SUBSET = GDS2207_2
!subset_dataset_id = GDS2207
!subset_description = salicylic acid
!subset_sample_id = GSM90870,GSM90871,GSM90872
!subset_type = agent
^DATASET = GDS2207
!ID_REF = Platform reference identifier
!IDENTIFIER = identifier
!GSM90867 = Value for GSM90867: 2-hour mock-treated leaf material biological replicate 1; src: leaf tissue of 3-4 week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90868 = Value for GSM90868: 2-hour mock-treated leaf material biological replicate 2; src: leaf tissue of 3-4 week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90869 = Value for GSM90869: 2-hour mock-treated leaf material biological replicate 3; src: leaf tissue of 3- to 4-week old plants, treated with 0.01% Silwet 2 hours before harvest
!GSM90870 = Value for GSM90870: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 1; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% Silwet 2 hours before harvest
!GSM90871 = Value for GSM90871: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 2; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% Silwet 2 hours before harvest
!GSM90872 = Value for GSM90872: leaf material harvested 2 hours after spraying of 1 mM salicylic acid biological replicate 3; src: leaf tissue of 3- to 4-week old plants, sprayed with 1 mM SA and 0.01% 
ID_REF	IDENTIFIER	GSM90867	GSM90868	GSM90869	GSM90870	GSM90871	GSM90872
255959_at	PIP5K1	8.48287	8.79404	8.51569	8.54549	8.92418	8.64394
255960_at	AT1G22140	10.7269	10.8774	10.3431	10.5077	10.5397	10.0298
255961_at	UGT85A7	6.94752	7.17558	6.98049	6.82331	7.08268	6.95751
255962_at	AT1G22330	5.93554	6.16673	6.74536	6.20997	6.3909	7.23014
255963_at	MBD8	7.5103	6.76673	6.40012	7.26703	6.51301	6.48465
255964_at	ZYP1b	4.13932	4.04061	4.25065	4.24022	4.12929	4.07728
255965_at	AT1G22290	4.64151	4.61528	4.89527	4.66831	4.61441	4.6336
255966_at	GRF10	11.9588	11.8229	11.8172	11.8752	11.8729	11.5865
255967_at	PAPP2C	10.6896	10.8092	10.7288	11.2463	11.6097	11.382
255968_at	AT1G22270	9.29051	9.18142	9.08284	9.21869	9.28631	9.37688
255969_at	AT1G22330	5.9755	6.22909	6.62058	5.79504	6.23852	6.87358
255970_s_at	AT3G31540	3.78016	3.99125	3.77699	4.04857	3.88192	3.83976
255971_at	AT3G29510	3.31555	3.44603	3.34535	3.52127	3.44909	3.44797
255972_at	At3g29500	4.22377	4.23964	4.24744	4.20875	4.19595	4.23613
255973_at	AT3G32400	6.82982	6.67364	6.63753	6.764	6.67582	6.48599
255974_at	AT3G31023	5.15487	5.02665	5.15771	5.36651	4.87969	5.15881
255975_at	At3g32350	5.78621	5.67655	5.77561	5.75038	5.61286	5.84241
255976_at	AT1G22010	5.59506	5.47402	5.63925	5.55579	5.55407	5.61153
255977_at	AT1G34030	9.98833	9.80613	9.87099	9.57623	9.91975	10.1114
255978_at	AT1G34010	7.89441	7.73529	7.68588	7.72814	7.46654	7.66254
255979_at	UPF3	9.75819	9.91629	9.82914	10.1735	10.0486	10.1611
255980_at	AT1G33970	9.62165	9.5297	8.34053	9.6018	8.6672	8.22017
255981_at	AT1G34020	8.62657	8.60749	8.65898	8.43623	8.47433	8.53916
255982_at	OHP2	11.4095	11.8367	11.8747	11.4512	11.6136	11.7154
255983_at	MES14	10.577	10.5013	10.2958	10.566	10.4294	10.2259
255984_at	IP5PI	7.76821	7.40762	7.10807	8.21472	7.55682	7.26584
255985_at	AT1G34150	7.82208	8.00966	8.2624	8.26744	8.18054	8.44598
255986_x_at	AT5G35010	3.8265	3.68067	3.88707	3.69494	3.77778	3.84012
255987_s_at	AT5G35050	4.10045	4.20545	4.10613	4.14288	4.21194	4.18568
255988_at	At5g35060	5.97685	6.16678	6.21954	6.17103	6.25115	6.22427
255989_at	AT5G35070	4.37658	4.64441	4.54457	4.5766	4.64767	4.65101
255990_at	AT1G29870	4.2643	4.02184	4.10443	4.30997	4.07398	4.12617
255991_at	AT1G29820	8.34259	8.00872	7.7335	8.27652	7.98633	7.71135
255992_at	AT1G29790	8.82543	9.6565	8.91215	8.46848	9.16752	9.0678
255993_at	AT1G29770	4.18435	4.17439	4.37819	4.24388	4.25402	4.3609
255994_at	AT1G29760	8.65571	8.77588	8.825	8.87053	8.65307	8.86195
255995_at	RKF1	7.38203	7.27575	7.26178	7.08139	6.95574	6.97201
255996_s_at	AT1G29740	5.80316	5.81855	5.73356	5.93744	5.8863	5.78616
255997_s_at	CAB1	13.5358	13.665	13.5158	13.5386	13.5494	13.385
255998_at	AT1G29780	4.51888	4.72619	4.73992	4.57542	4.53112	4.58567
255999_at	WRKY71	6.71263	6.40678	6.87548	6.71374	6.62569	6.45129
256000_at	AT1G29880	9.85881	9.63353	9.58008	9.62377	9.53683	9.68177
256001_at	AT1G29850	10.6669	10.2836	9.86718	10.5915	10.1184	9.89019
256002_at	CARB	9.88623	9.87009	10.1221	9.47429	9.7417	9.97245
256003_at	AT3G31430	5.75377	5.9448	5.69952	5.84823	5.57211	5.77372
256004_at	AT3G31460	3.62726	3.6844	3.65054	3.69494	3.71037	3.76059
256005_at	AT1G34080	4.52124	4.65441	4.81876	4.7474	4.64084	4.64537
256006_at	AT1G34070	6.58852	6.50714	6.55577	6.65565	6.59555	6.4355
256007_at	SAMC2	6.84108	7.24073	7.44152	6.61461	7.35882	7.42245
256008_s_at	AT1G34060	9.53442	10.3143	8.53628	9.33866	8.78758	6.97542
256009_at	AT1G19210	5.25167	5.48543	5.81063	5.31568	5.43938	5.35912
256010_at	ARF19	7.61248	7.90777	7.70828	7.00188	7.03455	7.0181
256011_at	AT1G19230	4.97542	4.68899	4.89469	4.92636	4.69956	4.82805
256012_at	FMO1	5.10016	4.29962	4.78562	5.40628	4.72787	5.41159
256013_at	DA1	8.31982	8.00201	7.72126	9.39977	9.0319	9.17569
256014_at	AT1G19200	7.26943	7.36584	7.7258	7.62173	7.56511	7.81681
256015_at	LHCA6	10.8791	10.9612	11.3222	10.6226	10.7509	11.1468
256016_at	AT1G19240	9.27582	8.87755	8.79515	9.18236	8.89834	8.83281
256017_at	JAZ1	10.5803	10.5758	11.0201	11.4874	10.7576	11.124
256018_at	HO4	5.06956	4.46397	4.84318	6.51044	5.39797	6.47255
256019_at	AT1G58265	4.32358	4.25654	4.39275	4.20467	4.23343	4.28436
256020_at	HEMA1	10.4837	10.1624	10.5269	10.2639	9.8626	10.6014
256021_at	ZW9	8.94061	8.45197	9.17071	9.25452	9.38702	8.97997
256022_at	AAP1	10.4637	10.3977	9.89421	10.8334	10.689	10.0262
256023_at	ZW2	5.65751	5.69564	5.83772	5.66235	5.73354	5.59523
256024_at	ZF14	6.42627	6.54663	6.51545	6.46314	6.59755	6.60302
256025_at	RXF12	6.91168	6.64649	6.64837	6.56403	6.7849	7.22464
256026_at	ARF13	5.84068	5.89731	5.97905	6.04049	6.07579	6.05576
256027_at	AT1G34160	5.49639	5.34925	5.19128	5.57937	5.34519	5.53105
256028_at	PAB1	5.1849	5.06128	5.32921	5.2775	5.23219	4.88621
256029_at	STT3B	9.47108	9.27828	9.32323	10.1718	9.90695	10.1247
256030_at	AT1G34110	6.64882	7.04876	7.22767	6.49308	6.46028	6.70083
256031_at	AT1G34100	3.82967	3.7859	3.6844	3.88596	3.67158	3.75003
256032_at	AT1G34090	4.74091	4.48203	4.58462	4.33814	4.51504	4.67109
256033_at	UGT71C4	9.75647	9.9658	9.69234	9.2108	9.52503	9.36799
256034_at	AT1G07080	11.5045	11.5921	11.5297	11.4858	11.3706	11.1475
256035_at	SIRANBP	11.2557	11.3686	11.4038	11.2189	11.5856	11.8071
256036_at	F2KP	9.92154	10.5111	10.6053	9.86382	10.2193	10.3086
256037_at	AT1G19160	6.12827	6.32142	6.40063	6.31378	6.45177	6.49759
256038_at	AT1G19170	8.02898	8.3987	8.13471	7.95039	7.99112	8.04365
256039_at	AT1G19190	5.20437	5.24254	5.32825	5.17452	5.59931	5.53383
256040_at	AT1G07270	5.01336	5.19827	5.52331	5.16211	5.36748	5.30671
256041_at	NPC1	9.71174	9.55802	9.40076	9.80666	9.1633	9.0832
256042_at	AT1G07220	8.06928	7.48425	7.40671	9.2067	8.72921	8.7705
256043_at	AT1G07210	8.12733	7.90482	7.74101	7.39769	7.50253	7.73392
256044_at	AT1G07160	5.6645	5.50781	5.53866	5.42724	5.26047	6.04792
256045_at	MAPKKK13	5.29044	5.1698	5.05946	5.38078	5.12074	5.41447
256046_at	AT1G07135	9.16994	8.40418	8.12304	9.32189	8.10814	9.29996
256047_at	AT1G07060	5.46924	5.6369	5.74304	5.62783	5.58179	5.77292
256048_at	AT1G07025	6.13345	6.49555	6.59802	6.10277	6.20969	6.4871
256049_at	AT1G07010	9.65563	10.0819	9.54108	9.28038	9.833	9.31457
256050_at	EXO70B2	10.5141	10.0802	9.77201	11.4039	11.0094	11.1049
256051_at	CHX14	5.5211	5.39064	5.72518	5.49116	5.37335	5.51026
256052_at	AT1G06960	8.406	8.22984	8.69589	8.60869	8.51047	8.72415
256053_at	UGT71C3	5.6469	5.27372	5.64757	4.90734	5.20067	5.2013
256054_at	AT1G07120	4.64059	4.94819	4.40309	4.49367	4.48669	4.38818
256055_at	AT1G07030	7.44338	7.98796	8.22828	8.36599	8.91091	9.47885
256056_at	AT1G07190	3.76257	3.79157	4.00096	3.79825	3.78239	3.94225
256057_at	NDA1	10.1212	10.4348	9.72398	10.1921	10.1852	10.4283
256058_at	UGT71C5	10.0122	9.95388	9.44186	10.2024	9.85679	9.87933
256059_at	AT1G06990	4.56517	4.6942	4.92145	4.7477	4.79446	4.72722
256060_at	AT1G07050	4.51427	4.31531	4.54986	4.22329	4.28349	4.36874
256061_at	AT1G07040	9.84535	9.82792	9.84017	10.3242	9.46599	9.1516
256062_at	LSH6	9.91864	10.2635	9.19016	9.91341	9.95901	9.53991
256063_at	STN1	6.22334	6.54101	6.4148	6.09725	6.15607	6.26864
256064_at	AT1G07020	8.71619	8.40201	8.54605	9.48571	9.35662	9.33812
256065_at	AT1G07070	7.93705	7.82062	8.31904	8.00082	8.53553	8.77649
256066_at	AT1G06980	6.21514	6.6093	6.22056	5.9542	5.93916	5.94045
256067_at	AT1G07170	9.64087	9.3913	9.57411	9.31971	9.16083	9.20607
256068_at	ATE1	9.41607	9.03966	8.90965	9.11176	8.87196	8.74835
256069_at	AFP2	8.14465	8.52988	8.10085	8.37268	8.61737	8.81506
256070_at	AT1G13730	7.6139	7.80483	7.99668	7.25183	7.66744	8.18396
256071_at	AT1G13640	7.84419	7.63758	7.41648	6.94897	6.94817	6.88428
256072_at	ATARCA	11.8665	11.8929	12.5085	11.4402	12.1809	12.3523
256073_at	E12A11	4.63708	4.66527	4.88554	4.90267	4.61532	4.52014
256074_at	AT1G18260	9.951	9.34207	9.51077	9.76653	9.49969	9.3892
256075_at	ATMPK8	8.63659	9.59039	9.01516	8.8553	9.39871	9.44469
256076_at	AT1G18060	11.3509	11.1062	11.0769	11.3268	11.1085	11.0132
256077_at	AT1G18090	6.96672	6.94626	7.06767	6.78025	6.87537	7.06376
256078_at	AT1G20670	8.08937	7.75841	7.87262	7.72417	7.51787	7.64549
256079_at	AT1G20680	4.23926	4.45115	4.42068	4.61616	4.25913	4.44768
256080_at	AT1G20690	4.07489	3.8147	4.05342	4.01693	3.83723	4.10293
256081_at	WOX14	5.63116	5.72916	5.7078	5.71981	5.78837	5.70928
256082_at	AT1G20720	5.42847	5.31456	5.45449	5.48906	5.38728	5.22432
256083_at	AT1G20735	5.05819	5.24817	5.22741	5.07455	5.31994	5.51839
256084_at	AT1G20750	4.66959	4.80247	4.62495	4.66727	4.78963	4.77266
256085_at	AT1G20760	9.05802	9.02627	9.06146	8.95644	8.86856	9.11313
256086_at	AT1G20770	9.13757	8.65853	8.80475	9.39153	9.01015	9.08012
256087_at	AT1G20800	5.79135	5.88082	5.9614	6.00079	5.93161	5.85978
256088_at	AT1G20810	9.89324	9.67793	9.97377	9.90396	9.52727	9.79684
256089_at	MCD1	8.06057	7.54792	7.52074	7.72482	7.00701	7.20017
256090_at	AT1G20816	7.75454	7.56306	7.54998	7.65584	7.3809	7.27627
256091_at	HMGB2	11.2901	11.8764	11.165	11.2168	11.0661	10.3259
256092_at	HMGB3	10.5206	11.5606	10.9885	10.2879	11.0193	10.6987
256093_at	AT1G20823	9.29144	9.61817	9.02592	7.74908	7.61977	7.68767
256094_at	SAUL1	7.4318	7.47176	7.68107	8.37384	8.61508	8.82423
256095_at	AT1G13630	5.05884	4.90242	5.0765	4.83864	4.73489	4.85836
256096_at	AT1G13650	7.49944	6.97968	8.72531	6.24944	6.60463	7.12499
256097_at	AT1G13670	4.86174	4.76578	5.51296	4.93013	5.37076	5.34683
256098_at	PGL1	7.0231	7.36937	8.1168	7.74467	7.08486	7.62263
256099_at	CYP78A5	6.24843	6.73048	7.65771	6.52592	7.21478	7.4881
256100_at	AT1G13750	10.1063	9.29254	9.61034	10.6952	10.0979	10.0514
256101_at	AT1G13760	4.42569	4.30559	4.29315	4.32028	4.32028	4.28589
256102_at	AT1G13680	3.97373	3.90592	4.00645	3.88174	4.02615	3.92561
256103_at	AT1G13540	3.68088	3.62568	3.70605	3.87359	3.71542	3.823
256104_at	TPS2	4.1828	4.40779	4.22124	4.31566	4.31898	4.25423
256105_at	LSH8	5.03748	4.83651	4.98074	5.1761	4.88068	4.79373
256106_at	AT1G16870	9.80775	9.31604	9.6783	9.12131	9.26326	9.6943
256107_at	AT1G16830	6.58217	6.28728	6.3501	6.16585	6.33995	6.56149
256108_at	AT1G16940	5.42035	5.47964	5.71912	5.53928	5.64059	5.38686
256109_at	AT1G16950	5.58385	5.5127	5.64382	5.63421	5.37889	5.52207
256110_at	AT1G16900	8.05871	7.40779	7.85118	7.73226	7.37637	7.53569
256111_at	AT1G16820	6.07913	6.21673	6.07249	5.98029	5.95716	6.04338
256112_at	RABA1b	9.16792	9.3034	9.90249	9.11469	9.67647	10.2351
256113_at	AT1G16810	10.3944	10.3362	9.56348	10.1934	9.92999	9.64748
256114_at	AT1G16850	7.04802	7.47627	5.917	6.40575	6.80155	5.95575
256115_at	AT1G16880	11.7642	12.1118	11.9991	11.8674	11.9747	11.7553
256116_at	CPuORF55	7.64872	8.55343	8.33591	7.30039	8.32413	8.21936
256117_at	AT1G16840	9.8868	9.93713	9.78701	9.62864	9.49537	9.17897
256118_at	KU70	8.10676	7.64904	7.96736	8.87502	8.51506	8.53909
256119_at	AT1G18070	9.86384	9.40558	9.60779	9.76561	9.63864	10.1051
256120_at	AT1G18130	4.7314	4.89077	4.86659	4.93842	4.89564	5.05503
256121_at	AT1G18160	9.83637	9.834	9.55698	10.1449	9.86622	9.53399
256122_at	AT1G18180	6.66582	6.77697	7.14045	6.77925	7.01129	6.88491
256123_at	GC2	6.91524	7.14349	7.05141	6.57801	6.82148	6.97045
256124_at	PUP9	3.26918	3.37912	3.3527	3.39107	3.37022	3.32983
256125_at	ATLP-1	6.9075	7.68172	9.69004	7.26673	9.65357	8.9237
256126_at	AT1G18050	5.49659	5.32499	5.85086	5.64728	5.34405	5.90216
256127_at	AT1G18210	5.71446	5.67149	5.78378	5.839	5.65973	5.70754
256128_at	LAC1	4.99777	5.19978	5.83177	5.27964	5.66667	5.35491
256129_at	AT1G18210	12.2075	11.5743	11.5736	12.1563	11.7503	11.8785
256130_at	AT1G18170	9.11326	9.08538	8.8426	8.8309	8.72033	8.58238
256131_at	bZIP58	3.67038	3.92315	3.73725	3.7975	4.64783	4.15928
256132_at	AT1G13610	5.98035	6.22833	6.11462	6.40416	6.2762	6.14664
256133_at	AT1G13570	8.58387	8.65713	8.9569	8.85326	8.81027	9.00347
256134_at	AAPT1	10.2236	10.8749	10.6678	10.0774	10.6079	10.6163
256135_at	AT1G48730	4.73542	4.71923	4.81292	4.78083	4.80122	4.76009
256136_s_at	AT1G48720	3.17145	3.1767	3.18436	3.26072	3.22312	3.17049
256137_at	AT1G48690	3.99867	4.01058	4.09971	4.0481	3.92317	3.97433
256138_at	AT1G48670	4.8119	4.88846	4.82671	4.92636	4.9374	4.77475
256139_at	AT1G48660	3.70849	3.85778	4.02425	3.85399	3.9601	3.84338
256140_at	AT1G48650	8.34127	8.20364	8.14725	8.12766	8.12714	8.20657
256141_at	AT1G48640	5.03967	5.31045	5.60352	5.43409	5.40555	5.70346
256142_at	AMSH1	10.4255	10.0912	10.2914	10.5135	10.0223	10.0796
256143_at	AT1G48830	10.8268	10.7994	11.0063	10.4373	10.7801	11.0217
256144_at	RACK1B_AT	9.03867	9.71988	10.3394	8.54738	10.5061	10.7582
256145_at	AT1G48750	8.99859	10.6349	9.7866	8.0486	9.98058	8.26556
256146_at	delta-ADR	7.28911	7.19275	7.1549	7.19164	7.00832	6.98165
256147_at	MED9	8.07502	7.56763	7.75313	7.88903	7.37648	7.61924
256148_at	AT1G55090	8.71595	8.70855	8.81025	8.88629	8.73798	8.44142
256149_at	IDD7	9.44849	9.34555	9.16317	9.35318	9.12263	9.1975
256150_at	FRUCT5	8.45676	8.02247	7.09708	8.97806	8.56199	7.92985
256151_at	TMN6	8.22756	8.35635	8.85154	8.28671	8.57052	8.52603
256152_at	AT1G55150	8.89786	8.77908	9.0177	8.84716	8.85838	8.86225
256153_at	UBQ12	3.75846	3.7728	3.90225	3.97898	3.7949	3.86069
256154_at	AT3G08490	6.43549	6.47715	6.31524	6.32311	6.49375	6.41799
256155_at	MYB83	4.81274	5.04625	5.15044	4.97585	4.77068	5.05357
256156_at	PLC2	11.0304	10.8549	10.6465	10.9302	10.183	10.2887
256157_at	LAG13	7.55424	7.84421	8.19141	7.42699	7.94411	8.108
256158_at	PSK1	4.08941	4.03394	4.16214	4.08291	4.15345	4.21483
256159_at	JAZ8	6.66324	6.46169	7.20492	7.44051	6.8846	7.00122
256160_at	PDH-E1 BETA	10.4749	10.9818	11.2549	10.4108	11.0703	11.0209
256161_at	AT1G30090	9.02754	9.16677	8.6527	8.86585	8.72601	8.35557
256162_at	AT1G55390	6.2844	6.13079	6.28369	6.5129	6.24369	6.6753
256163_at	AT1G48820	4.83537	4.60107	4.69647	4.67346	4.66995	4.70341
256164_at	AT1G48800	3.66753	3.98875	3.98875	3.66316	3.87713	3.84789
256165_at	AT1G48780	7.05473	6.66375	6.84141	6.94179	6.66599	7.02839
256166_at	AT1G36922	3.75526	3.7434	3.97457	4.12444	4.0286	3.74039
256167_at	AT1G36830	3.76188	3.68981	3.63293	3.69919	3.61549	3.59332
256168_at	AT1G51805	11.8271	11.6168	10.7527	12.0482	11.767	10.9164
256169_at	AT1G51800	9.12714	8.24498	9.40965	11.5361	11.2545	11.4199
256170_at	AT1G51790	9.02731	8.14188	8.40945	10.6505	10.0184	9.99796
256171_s_at	AT1G51750	6.58346	6.79852	6.9829	6.71601	6.93659	6.85978
256172_at	AT1G51745	8.57207	8.28638	8.43831	8.40974	8.34102	8.38572
256173_at	AT1G51730	8.79897	8.73585	9.03125	8.76944	8.89883	9.0716
256174_at	AT1G51720	9.72138	9.49285	9.38559	9.81267	9.47719	9.46942
256175_at	AT1G51670	5.62223	5.53581	5.73504	5.93825	6.29473	6.08681
256176_at	EXO70G2	5.26259	5.11429	5.1364	5.28053	5.42957	5.15872
256177_at	AT1G51620	6.47005	5.6987	6.36454	7.49551	6.91386	7.52811
256178_s_at	ILL5	9.61927	8.72673	9.17388	10.3821	10.2028	9.68352
256179_at	UBP6	10.2598	10.1237	9.98403	10.3044	10.1683	10.0724
256180_at	AT1G51810	4.45458	4.41002	4.68098	4.4497	4.40065	4.49109
256181_at	AT1G51820	6.71558	5.77892	6.04151	7.23313	6.49956	6.70912
256182_at	SYP81	7.41894	7.23405	7.25891	7.44763	7.06051	7.04819
256183_at	MKK4	9.81106	9.54982	9.34611	10.4705	10.4333	10.5696
256184_at	AT1G51650	10.7393	10.7002	10.7124	10.6486	10.9365	10.4907
256185_at	DOF1	8.62633	9.2831	9.12317	8.35371	8.47824	8.47834
256186_at	4CL1	9.99623	10.1747	10.2563	9.61384	9.88188	9.65308
256187_at	B ALPHA	8.88904	9.4434	9.24663	8.57775	8.7122	8.95288
256188_at	AT1G30160	7.18031	7.65151	7.23794	7.30683	7.4336	7.21753
256189_at	AT1G30140	4.12595	4.13182	4.23405	4.43235	4.36318	4.27896
256190_at	NCED5	4.28699	4.31548	4.37925	4.45085	4.60035	4.39271
256191_at	AT1G30130	8.32901	8.69329	8.53793	8.09527	8.48426	8.4776
256192_at	NUDX25	6.15053	6.07624	6.24947	6.26408	6.70174	6.93938
256193_at	AT1G30200	8.79255	9.27894	9.13656	9.15258	9.36182	9.21513
256194_at	AT1G36810	4.31171	4.49216	4.54105	4.61312	4.43092	4.46508
256195_at	At1g36820	5.84947	5.82431	6.0836	6.11512	6.02416	6.00373
256196_at	At1g36900	6.34095	6.89163	6.51384	6.30645	6.95789	6.72901
256197_at	AT1G36910	4.90305	5.17562	5.09173	4.98633	5.10142	4.96065
256198_at	AT1G58220	7.97234	7.95506	7.89668	8.28098	7.73478	7.6048
256199_at	SAB	8.46421	7.94707	7.85658	8.3823	7.74979	7.58074
256200_at	EMB1674	4.85097	4.70975	4.8899	5.12669	4.92185	4.90342
256201_at	AT1G58230	9.0473	8.80307	8.88839	9.0403	8.54802	8.50322
256202_s_at	AT1G50780	5.30858	5.24643	5.22093	5.3043	5.31577	5.48092
256203_at	AT1G50800	3.56861	3.60528	3.62388	3.5814	3.60308	3.61098
256204_at	POLGAMMA2	9.48034	9.23824	8.61529	8.52591	8.30711	8.58214
256205_at	AT1G50890	7.11007	6.91332	6.54045	7.12056	6.73614	6.95049
256206_at	AT1G50910	6.63901	6.30912	6.54963	6.68897	6.33901	6.57204
256207_at	AT1G50920	9.70239	9.43413	9.51394	9.44616	9.46861	9.71489
256208_at	AT1G50930	3.80256	3.72522	4.0338	3.83785	3.86353	3.90825
256209_at	ETFALPHA	8.96593	8.78147	8.64253	8.82372	8.45339	8.12282
256210_at	AT1G50950	6.63412	6.74211	6.17879	5.85202	5.91952	5.63683
256211_at	GA2OX7	5.0093	5.01883	5.24503	5.1942	5.14477	5.20627
256212_at	AT1G50970	6.38998	6.78857	6.68004	6.11062	6.55334	6.52226
256213_at	AT1G50990	6.75432	6.47129	6.6406	6.8569	6.68066	6.89292
256214_x_at	AT1G51000	3.34081	3.2389	3.3658	3.34208	3.33214	3.41754
256215_at	AT1G50900	11.1129	11.2135	11.5094	10.977	11.0396	11.3171
256216_at	CRT1a	11.0672	10.4115	10.5641	10.1727	10.5406	10.0248
256217_at	AT1G56320	6.46665	6.4727	6.92203	6.48139	6.51295	6.59828
256218_at	AT1G56270	5.5956	5.50946	5.78891	5.83511	5.63118	5.67777
256219_at	AT1G56260	7.35258	7.32894	7.2128	7.3884	7.16848	7.12331
256220_at	AT1G56230	9.12985	8.88187	8.41991	8.52661	8.35233	7.78949
256221_at	AT1G56300	9.94938	9.92495	9.37091	9.29393	7.56037	9.21695
256222_at	AT1G56210	6.88252	6.86809	6.84084	6.13163	6.358	6.47405
256223_at	emb1303	11.2951	11.0387	11.3076	10.9401	10.9099	10.9559
256224_at	SAR1B	10.864	11.0788	11.3507	10.4086	11.2412	11.167
256225_at	AT1G56220	11.6615	12.2692	12.1499	11.4398	11.7861	11.4661
256226_at	DI19	12.9355	12.9861	12.6647	12.8531	12.669	12.4565
256227_at	AT1G56290	7.70729	7.46239	7.46755	7.618	7.30521	7.38647
256228_at	AT1G56190	11.3032	10.7083	11.2257	11.3631	11.2657	10.8803
256229_at	MSL3	9.98515	9.80475	9.76777	10.0064	9.56559	9.19424
256230_at	AT3G12340	6.0943	5.98116	5.44937	5.93021	5.63916	6.26324
256231_at	AT3G12630	11.2218	11.4063	11.1861	11.5728	11.4923	11.8345
256232_at	FYD	9.06344	9.12338	8.9275	9.14913	9.15302	8.9819
256233_at	ITN1	11.2424	10.638	10.4168	11.6882	11.1232	10.8829
256234_at	AT3G12370	9.36545	9.21938	9.3012	9.23819	9.28947	9.22246
256235_at	CYSB	10.8864	10.7318	10.6957	10.6101	10.4742	10.0652
256236_at	AT3G12350	9.06411	9.11493	8.99907	8.64784	8.94341	8.65378
256237_at	DRT100	8.9665	9.26657	9.60881	8.02071	9.18775	8.41855
256238_at	ELC	9.35495	8.95549	8.44024	9.35049	8.82018	8.99648
256239_at	AT3G12470	5.88943	5.91976	6.06837	6.1302	6.0359	5.97404
256240_at	NUDT16	8.81303	8.6355	8.69012	8.81391	8.68822	8.8479
256241_at	AT3G12390	11.2556	10.9407	11.2263	11.0045	11.023	11.099
256242_at	ARP5	7.71044	7.41506	7.3445	7.69111	7.43485	7.41448
256243_at	HCHIB	6.62489	6.75714	7.19112	7.32647	7.4989	7.61576
256244_at	SULTR4;2	7.21341	7.00573	7.17601	7.07246	6.95003	6.53359
256245_at	HSP70	9.57377	9.04896	8.52395	8.46786	9.15482	9.40777
256246_at	ALDH22A1	8.25056	8.12892	8.23117	8.23028	8.27061	8.0363
256247_at	AGL91	4.22031	4.34415	4.23298	4.30235	4.53815	4.25579
256248_at	AT3G66652	4.64199	4.65916	4.64851	4.53261	4.59329	4.61428
256249_at	MEE34	8.92444	8.53453	8.73311	8.47281	8.2774	8.23488
256250_at	AT3G11320	8.17004	8.3886	8.50396	8.85984	9.11816	9.28966
256251_at	PIRL9	8.77662	8.47555	8.65936	9.53607	9.6151	9.83481
256252_at	AT3G11340	6.94405	5.53652	6.16069	12.4895	12.5128	12.9263
256253_at	AT3G11250	8.22416	8.33487	8.83009	7.70189	8.54387	8.74365
256254_at	AT3G11290	7.98679	8.03395	7.9864	7.69324	7.65404	7.71558
256255_at	AT3G11280	10.8572	10.3834	10.1014	12.0901	12.0358	12.0804
256256_at	AT3G11230	9.37873	9.16235	9.12151	10.0875	10.0582	9.49553
256257_at	ATE2	6.16381	6.02694	6.00893	6.05128	5.97324	5.88454
256258_at	NF-YC11	8.69996	8.57504	8.09765	8.6651	8.32665	8.35438
256259_at	AT3G12460	5.41636	5.40552	6.08711	5.38071	5.49174	5.26453
256260_at	AT3G12440	3.92183	4.17889	4.03746	3.87452	3.99663	4.05956
256261_at	RABA4D	4.48415	4.6351	4.71034	4.61971	4.44358	4.47525
256262_at	AT3G12150	7.34739	7.46316	8.02072	7.50102	7.62812	8.02072
256263_at	AT3G12290	11.3258	10.9199	11.1414	11.4306	11.1991	10.959
256264_at	AT3G12210	7.67595	7.96609	8.10651	7.67061	7.80395	7.82618
